institution,state,region,ownership,hbcu,predominetly_black_institution,admission_rate,sat_verbal_first_quartile,sat_verbal_median,sat_verbal_third_quartile,sat_math_first_quartile,sat_math_median,sat_math_third_quartile,online_only,n_students,n_students_white,n_students_black,n_students_hispanic,n_students_asian,n_students_native,share_low_income,avg_cost_attendance,tuition_in_state,tuition_out_of_state,completion_rate,completion_rate_white,completion_rate_black,completion_rate_hispanic,completion_rate_asian,completion_rate_native,load_default_rate_2yr,load_default_rate_3yr,mean_earnings_10yr_after,median_earnings_10yr_after
Russell Sage College,NY,2,Private nonprofit,0,0,0.7363,NA,NA,NA,NA,NA,NA,In-person,1117,0.5918,0.1092,0.1235,0.0546,0.0054,0.3888182973,48739,35351,35351,0.6878,0.7667,0.5143,0.5556,0.6667,1,0.028,0,47100,58316
St Bernard's School of Theology and Ministry,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,0,NA,NA
St Bonaventure University,NY,2,Private nonprofit,0,0,0.8111,520,580,610,530,590,610,In-person,1791,0.7683,0.0497,0.0664,0.0313,0.0034,0.221574344,53720,38770,38770,0.7298,0.7651,0.5758,0.75,0.6316,NA,0.036,0,52700,57214
St. Francis College,NY,2,Private nonprofit,0,0,0.8427,NA,560,NA,NA,555,NA,In-person,2245,0.2053,0.2481,0.2775,0.033,0.0183,0.4404194471,35647,27298,27298,0.5378,0.6382,0.3444,0.4884,0.68,0.6,0.097,0,50300,58099
St Lawrence University,NY,2,Private nonprofit,0,0,0.635,630,665,700,610,645,710,In-person,2130,0.7582,0.0263,0.061,0.0202,0.0033,0.2007772021,77363,62020,62020,0.8345,0.8455,0.7143,0.6667,0.8333,0,0.015,0,60100,67258
The College of Saint Rose,NY,2,Private nonprofit,0,0,0.7801,513,NA,628,488,NA,600,In-person,1420,0.5246,0.1444,0.0465,0.0394,0.0028,0.3139293139,50555,36398,36398,0.5507,0.6,0.4505,0.386,0.4211,0.5,0.036,0,44800,56040
St. Thomas Aquinas College,NY,2,Private nonprofit,0,0,0.8861,490,568,630,430,568,640,In-person,1016,0.5039,0.1742,0.1693,0.0246,0.0049,0.3014981273,52230,36300,36300,0.5354,0.632,0.4242,0.4412,0.6667,NA,0.054,0,50500,62909
Sarah Lawrence College,NY,2,Private nonprofit,0,0,0.4988,660,710,740,600,655,710,In-person,1417,0.597,0.0438,0.1066,0.0494,7e-4,0.2052505967,76703,61234,61234,0.7162,0.7418,0.7222,0.6667,0.6,NA,0.026,0,48000,53603
Sh'or Yoshuv Rabbinical College,NY,2,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,177,0.9605,0,0,0,0,PS,NA,10600,10600,0.5,0.5,NA,NA,NA,NA,NA,NA,PS,NA
Siena College,NY,2,Private nonprofit,0,0,0.8035,525,NA,640,520,NA,630,In-person,3480,0.7612,0.0379,0.0856,0.0428,0.002,0.1707147814,60794,41980,41980,0.7648,0.7875,0.6563,0.7162,0.7838,NA,0.016,0,62300,76079
Skidmore College,NY,2,Private nonprofit,0,0,0.2554,650,675,740,650,680,720,In-person,2744,0.6334,0.0441,0.0995,0.0554,0.0011,0.2331932773,79250,62398,62398,0.8417,0.8348,0.9032,0.8472,0.8788,NA,0.024,0,57000,69363
St. Joseph's University-New York,NY,2,Private nonprofit,0,0,0.7671,540,573,648,553,583,658,In-person,3531,0.561,0.0864,0.2104,0.0365,0.002,0.3411037108,37394,32370,32370,0.6879,0.7168,0.55,0.6371,0.6364,NA,0.038,0,53900,63905
Saint Vladimirs Orthodox Theological Seminary,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0,NA,NA
St. John Fisher University,NY,2,Private nonprofit,0,0,0.7305,550,590,630,540,600,630,In-person,2616,0.8081,0.0497,0.0661,0.0394,0.0027,0.2277777778,50348,37748,37748,0.72,0.7423,0.5714,0.697,0.6667,0.75,0.027,0,52500,66944
St. John's University-New York,NY,2,Private nonprofit,0,0,0.8467,560,600,650,550,605,660,In-person,10081,0.3923,0.1405,0.2171,0.1624,0.0011,0.3094805667,58553,47830,47830,0.6922,0.7554,0.5984,0.6788,0.6673,0.7083,0.081,0,62400,69571
SUNY College of Technology at Alfred,NY,2,Public,0,0,0.8174,470,NA,595,490,NA,585,In-person,3334,0.7019,0.123,0.1095,0.0135,0.0048,0.3763779528,24319,8862,15942,0.543,0.6331,0.32,0.2836,0.5556,1,0.075,0,45500,50445
SUNY College of Technology at Canton,NY,2,Public,0,0,0.9491,NA,540,NA,NA,540,NA,In-person,2758,0.673,0.1091,0.1033,0.0254,0.0145,0.4232098765,22789,8689,13119,0.4121,0.4612,0.2857,0.3077,0.3333,0.1875,0.129,0,39600,47860
SUNY College of Technology at Delhi,NY,2,Public,0,0,0.8315,NA,NA,NA,NA,NA,NA,In-person,2459,0.588,0.1525,0.1773,0.0199,0.0028,0.4265402844,25581,8720,12490,0.4407,0.49,0.3636,0.3711,0.4444,0.5,0.094,0,40800,51629
SUNY College of Agriculture and Technology at Cobleskill,NY,2,Public,0,0,0.8403,450,540,580,460,530,570,In-person,1774,0.6973,0.1009,0.1234,0.0192,0.0023,0.3799098519,25912,8676,18586,0.4323,0.5088,0.3136,0.2935,0.4286,0.25,0.081,0,39500,45030
Farmingdale State College,NY,2,Public,0,0,0.7317,500,545,588,500,555,590,In-person,8915,0.4423,0.1031,0.2748,0.1181,0.0026,0.38170441,16521,8576,18486,0.5417,0.5511,0.5196,0.5263,0.5703,1,0.064,0,55800,69781
SUNY Morrisville,NY,2,Public,0,0,0.8717,NA,NA,NA,NA,NA,NA,In-person,1776,0.5811,0.2404,0.103,0.0079,0.0051,0.4117647059,24180,8741,18651,0.3267,0.4089,0.208,0.1461,0.2857,0.5,0.111,0,38400,43295
SUNY at Albany,NY,2,Public,0,0,0.679,560,595,660,560,590,660,In-person,12175,0.4104,0.2182,0.186,0.093,0.0029,0.3674922601,27368,10408,28248,0.6556,0.6545,0.6972,0.633,0.6778,0.1667,0.047,0,57600,67979
Binghamton University,NY,2,Public,0,0,0.4175,650,685,730,690,705,780,In-person,14398,0.5525,0.0465,0.1314,0.1723,5e-4,0.289626914,29143,10363,28203,0.8279,0.8532,0.75,0.8249,0.7982,0.75,0.028,0,68100,80596
University at Buffalo,NY,2,Public,0,0,0.6771,590,620,680,600,650,700,In-person,20569,0.4571,0.0872,0.0866,0.175,0.002,0.3585181574,27603,10782,28702,0.7351,0.7408,0.6353,0.6282,0.7726,0.5556,0.04,0,62100,70814
Stony Brook University,NY,2,Public,0,0,0.4914,640,670,720,680,720,780,In-person,17406,0.2748,0.0603,0.1487,0.3399,7e-4,0.4201083277,27617,10560,28480,0.7782,0.7564,0.7399,0.7469,0.8476,0.5,0.042,0,62600,74502
SUNY College of Environmental Science and Forestry,NY,2,Public,0,0,0.6951,NA,NA,NA,NA,NA,NA,In-person,1604,0.7756,0.0256,0.0823,0.0281,0.0019,0.2554945055,28191,9266,20916,0.7147,0.7366,0.5,0.5714,0.875,NA,0.032,0,49800,55763
SUNY Polytechnic Institute,NY,2,Public,0,0,0.8167,NA,600,NA,NA,620,NA,In-person,1852,0.6852,0.0778,0.1064,0.0799,0.0032,0.3323782235,21692,8578,19338,0.6166,0.6419,0.5833,0.4634,0.6818,NA,0.032,0,55900,64355
SUNY Brockport,NY,2,Public,0,0,0.6794,530,560,620,540,575,620,In-person,5107,0.6953,0.1187,0.0885,0.0257,0.0029,0.3706353749,24052,8620,18530,0.628,0.6597,0.5476,0.513,0.6875,0.5,0.051,0,45500,54496
SUNY Buffalo State University,NY,2,Public,0,0,0.8598,470,515,600,470,530,578,In-person,5370,0.4622,0.3019,0.1225,0.0642,0.0045,0.4649537513,22821,8486,18396,0.3638,0.4301,0.3772,0.2843,0.3115,0.1,0.069,0,42200,52334
SUNY Cortland,NY,2,Public,0,0,0.5978,NA,580,NA,NA,585,NA,In-person,5980,0.7488,0.0482,0.1276,0.0139,0.0012,0.2393268931,25972,8815,18725,0.6866,0.7008,0.5949,0.6865,0.5,0.3333,0.022,0,49200,60236
SUNY at Fredonia,NY,2,Public,0,0,0.8458,540,595,660,540,590,640,In-person,3193,0.7354,0.0727,0.1065,0.0147,0.005,0.2785409758,24650,8767,18677,0.6043,0.6348,0.4557,0.5057,0.6296,0.8,0.045,0,44700,54247
SUNY College at Geneseo,NY,2,Public,0,0,0.7493,580,615,660,580,625,660,In-person,4078,0.81,0.037,0.0672,0.0341,0.0032,0.2133534137,26453,8966,18876,0.7443,0.7694,0.6129,0.6354,0.6786,NA,0.017,0,53400,67316
State University of New York at New Paltz,NY,2,Public,0,0,0.5827,590,624,680,570,610,660,In-person,5990,0.5891,0.0699,0.2317,0.0436,2e-4,0.3431997003,26233,8524,18434,0.732,0.7438,0.7826,0.7197,0.7286,NA,0.038,0,48700,58073
SUNY Oneonta,NY,2,Public,0,0,0.7253,550,NA,630,540,NA,620,In-person,4849,0.6968,0.0503,0.1718,0.0196,0.0047,0.2402799378,26506,8775,18685,0.7487,0.7705,0.6,0.6786,0.7742,0.8,0.052,0,46700,60386
State University of New York at Oswego,NY,2,Public,0,0,0.8256,540,585,630,530,585,630,In-person,5957,0.6473,0.1131,0.1365,0.0255,0.0012,0.3314081408,26135,8769,18679,0.6396,0.6753,0.5548,0.5395,0.6222,0.7143,0.047,0,47100,57566
SUNY College at Potsdam,NY,2,Public,0,0,0.8268,NA,NA,NA,NA,NA,NA,In-person,2078,0.7228,0.077,0.102,0.0168,0.0149,0.3965517241,24361,8712,18622,0.4981,0.5446,0.4711,0.4054,0.6111,0.6,0.072,0,41300,47866
SUNY at Purchase College,NY,2,Public,0,0,0.7468,620,625,700,570,595,650,In-person,3050,0.4902,0.1282,0.2643,0.0403,3e-4,0.3543307087,28021,8953,18863,0.6694,0.7189,0.7123,0.5663,0.6957,NA,0.058,0.001,41300,45092
SUNY College of Optometry,NY,2,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,84400,NA
SUNY College at Old Westbury,NY,2,Public,0,0,0.921,510,595,618,500,570,588,In-person,3800,0.2534,0.2571,0.3103,0.1213,0.0034,0.4711305192,20857,8368,18278,0.4841,0.5333,0.4825,0.4268,0.5781,1,0.087,0,47500,58526
SUNY College at Plattsburgh,NY,2,Public,0,0,0.7024,540,570,630,510,575,630,In-person,3925,0.6311,0.1154,0.1404,0.0257,0.0046,0.3501030928,26640,8881,18791,0.6477,0.6783,0.5625,0.5667,0.7308,1,0.048,0,46200,56403
SUNY Downstate Health Sciences University,NY,2,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,282,0.3617,0.1915,0.1312,0.2163,0,0.5284552846,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0,169600,109601
Empire State University,NY,2,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,7027,0.5036,0.1582,0.1564,0.0289,0.0038,0.532985763,17645,7630,17540,0.2485,0.2857,0.2,0.25,0.25,0,0.072,0,46800,54080
SUNY Maritime College,NY,2,Public,0,0,0.8033,570,594,650,570,600,650,In-person,1291,0.6747,0.0542,0.1526,0.0449,8e-4,0.2288288288,28019,8540,18450,0.7282,0.7546,0.4167,0.7551,0.4615,NA,0.054,0,86200,95951
Upstate Medical University,NY,2,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,157,0.707,0.0828,0.051,0.0573,0,0.4076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0,117300,92257
Syracuse University,NY,2,Private nonprofit,0,0,0.5175,630,650,710,630,660,720,In-person,15071,0.5463,0.0707,0.1107,0.0718,0.0053,0.2249830585,77494,60135,60135,0.8343,0.8537,0.8526,0.814,0.7983,0.3636,0.032,0,69200,79164
Talmudical Seminary Oholei Torah,NY,2,Private nonprofit,0,0,0.7826,NA,NA,NA,NA,NA,NA,In-person,347,0.9107,0,0,0,0,0.4237288136,22617,11000,11000,0.1613,0.1613,NA,NA,NA,NA,NA,NA,30500,39230
Talmudical Institute of Upstate New York,NY,2,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,14,0.9286,0,0,0,0,PS,14550,6150,6150,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Teachers College at Columbia University,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.001,71400,73294
Torah Temimah Talmudical Seminary,NY,2,Private nonprofit,0,0,0.6429,NA,NA,NA,NA,NA,NA,In-person,67,0.9552,0,0,0,0,PS,31100,11850,11850,0,0,NA,NA,NA,NA,0,0,PS,NA
Touro University,NY,2,Private nonprofit,0,0,0.7131,620,NA,730,600,NA,698,In-person,4005,0.5753,0.1353,0.1064,0.026,0.001,0.6009250083,33946,21170,21170,0.6784,0.6942,0.7647,0.52,1,0,0.055,0,41400,53419
Trocaire College,NY,2,Private nonprofit,0,0,0.6811,NA,NA,NA,NA,NA,NA,In-person,964,0.4554,0.2707,0.0747,0.0332,0.0166,0.5083507307,27998,19250,19250,0.2339,0.3382,0.0645,0.1667,0.25,0,0.075,0,41400,55318
Excelsior University,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,13983,0.59,0.1821,0.1294,0.0276,0.0054,0.3547614662,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,PS,78493
Union College,NY,2,Private nonprofit,0,0,0.4651,650,670,730,660,690,760,In-person,2077,0.6678,0.0438,0.0871,0.065,0.001,0.1502590674,78611,63954,63954,0.8464,0.8526,0.8182,0.8824,0.7667,NA,0.01,0,80200,88604
Union Theological Seminary in the City of New York,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,0,PS,NA
United Talmudical Seminary,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2104,0.9539,0,0.001,0,0,0.8284313725,24485,14133,14133,0.5887,0.6195,NA,0.75,NA,NA,NA,NA,26100,25113
United States Merchant Marine Academy,NY,0,Public,0,0,0.2735,570,615,660,580,625,670,In-person,931,0.783,0.0172,0.0634,0.0473,0.0032,PS,9380,1008,1008,0.7717,0.8073,1,0.6154,0.5909,0.75,0.012,0,98600,90610
United States Military Academy,NY,0,Public,0,0,0.1195,610,650,710,610,670,740,In-person,4328,0.6199,0.1114,0.1259,0.0952,0.0088,NA,NA,NA,NA,0.8769,0.8924,0.7857,0.8898,0.887,0.8462,NA,NA,NA,NA
Utica University,NY,2,Private nonprofit,0,0,0.809,534,NA,620,550,NA,630,In-person,2526,0.6726,0.0954,0.0887,0.04,0.0067,0.3244176014,36222,24308,24308,0.5796,0.6319,0.4,0.4545,0.7857,1,0.067,0,48600,63277
Vassar College,NY,2,Private nonprofit,0,0,0.1866,720,735,760,710,745,775,In-person,2430,0.5407,0.0391,0.121,0.1214,4e-4,0.2342465753,80784,64800,64800,0.9196,0.9178,0.8929,0.875,0.9615,NA,0,0,61500,71366
Villa Maria College,NY,2,Private nonprofit,0,0,0.782,390,510,520,340,445,530,In-person,455,0.4505,0.3209,0.0989,0.0352,0.0022,0.5942622951,32007,27130,27130,0.3034,0.5088,0.1406,0.1111,0,0,0.127,0.004,30000,38857
School of Visual Arts,NY,2,Private for-profit,0,0,0.8741,600,630,700,610,622,720,In-person,3518,0.1566,0.0307,0.0856,0.1578,6e-4,0.3485523385,72488,46800,46800,0.7384,0.6486,0.6111,0.5224,0.7563,NA,0.053,0,47800,46459
Wagner College,NY,2,Private nonprofit,0,0,0.6854,550,NA,640,540,NA,650,In-person,1638,0.5757,0.0653,0.1661,0.0458,0.0012,0.2464146023,62075,51260,51260,0.6168,0.669,0.3864,0.5926,0.7,NA,0.027,0,64700,74360
Webb Institute,NY,2,Private nonprofit,0,0,0.2077,680,705,740,720,745,770,In-person,102,0.7451,0,0.0882,0.049,0,PS,76035,58150,58150,0.8929,0.8636,NA,1,1,NA,0,0,PS,NA
Wells College,NY,2,Private nonprofit,0,0,0.8768,NA,NA,NA,NA,NA,NA,In-person,349,0.4699,0.0831,0.1375,0.0201,0.0057,0.306501548,48783,33862,33862,0.5076,0.5696,0.4,0.5556,1,NA,0.031,0,39200,51094
The College of Westchester,NY,2,Private for-profit,0,0,0.9545,NA,NA,NA,NA,NA,NA,In-person,742,0.0701,0.3774,0.4892,0.0148,0,0.6619217082,29473,23598,23598,0.4162,0.4667,0.3333,0.4571,0,NA,0.086,0,42500,42215
Yeshiva Karlin Stolin,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,122,1,0,0,0,0,0.768115942,16913,12500,12500,0.4,0.4,NA,NA,NA,NA,NA,NA,PS,NA
Yeshiva Derech Chaim,NY,2,Private nonprofit,0,0,0.6441,NA,NA,NA,NA,NA,NA,In-person,111,0.9369,0,0,0,0,PS,20900,12700,12700,0,0,NA,NA,NA,NA,0,NA,PS,NA
Yeshiva of Nitra Rabbinical College,NY,2,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,214,1,0,0,0,0,0.75,23550,12750,12750,0.1719,0.1833,NA,NA,NA,NA,NA,NA,32200,41785
Yeshivath Shaar Hatorah,NY,2,Private nonprofit,0,0,0.7561,NA,NA,NA,NA,NA,NA,In-person,71,1,0,0,0,0,PS,20480,18950,18950,0.56,0.56,NA,NA,NA,NA,0,NA,PS,NA
Yeshiva University,NY,2,Private nonprofit,0,0,0.6322,640,NA,740,610,NA,760,In-person,2820,0.6362,0.0011,0.0213,0.0011,7e-4,0.2820512821,66643,48800,48800,0.8457,0.8457,1,0.8571,NA,NA,0.019,0,78800,71353
Yeshivath Viznitz,NY,2,Private nonprofit,0,0,0.8909,NA,NA,NA,NA,NA,NA,In-person,778,0.9769,0,0,0,0,0.8324873096,16096,9440,9440,0.7358,0.7653,NA,NA,NA,NA,0,NA,19600,NA
Yeshivath Zichron Moshe,NY,2,Private nonprofit,0,0,0.5882,NA,NA,NA,NA,NA,NA,In-person,161,0.9379,0,0,0,0,0.4727272727,21600,13950,13950,0.875,1,NA,NA,NA,NA,0,NA,PS,NA
Appalachian State University,NC,5,Public,0,0,0.8308,560,610,650,540,605,620,In-person,18467,0.8111,0.0318,0.0825,0.0166,0.0015,0.2733113674,20735,7450,23454,0.7516,0.7604,0.7059,0.6974,0.7833,0.4615,0.037,0,43600,51836
Barton College,NC,5,Private nonprofit,0,0,0.946,NA,525,NA,NA,535,NA,In-person,1057,0.5676,0.2412,0.1126,0.0047,0.0028,0.3900826446,46781,34400,34400,0.475,0.4924,0.3654,0.6875,0.4,0,0.065,0,39400,47913
Belmont Abbey College,NC,5,Private nonprofit,0,0,0.9717,460,576,580,490,542,560,In-person,1413,0.6518,0.0991,0.058,0.0149,0.0035,0.2797992472,32424,18500,18500,0.4693,0.4876,0.2292,NA,0.5,1,0.124,0,44400,47937
Bennett College,NC,5,Private nonprofit,1,0,0.4463,NA,NA,NA,NA,NA,NA,In-person,168,0,0.5536,0.0179,0,0.006,0.5363321799,35872,18550,18550,0.193,NA,0.2346,0,NA,NA,0.134,0,32700,36654
Brevard College,NC,5,Private nonprofit,0,0,0.3989,485,NA,580,480,NA,575,In-person,731,0.6525,0.1218,0.0739,0.0109,0.0137,0.3868921776,44388,30250,30250,0.3581,0.3897,0.234,0.4545,0.5,1,0.067,0,35300,43545
Cabarrus College of Health Sciences,NC,5,Private nonprofit,0,0,0.449,470,543,555,475,503,520,In-person,449,0.6414,0.1871,0.0891,0.029,0.0022,0.3807692308,26430,15560,15560,0.4737,0.4118,1,1,NA,NA,0,0,49900,58708
Campbell University,NC,5,Private nonprofit,0,0,0.8858,NA,575,NA,NA,555,NA,In-person,2933,0.5922,0.1514,0.1139,0.0225,0.0031,0.3476778867,56823,39230,39230,0.5561,0.6004,0.3719,0.4921,0.6667,0.6667,0.044,0,58000,54886
Catawba College,NC,5,Private nonprofit,0,0,0.6708,500,535,600,500,535,610,In-person,1076,0.5428,0.198,0.0985,0.0065,0.0019,0.316970547,46573,32868,32868,0.5616,0.6017,0.4464,0.5405,0.75,1,0.096,0,42700,48793
Chowan University,NC,5,Private nonprofit,0,0,0.8668,430,475,530,450,503,555,In-person,800,0.1963,0.5263,0.0363,0.0025,0.0113,0.5583468395,37910,25880,25880,0.2548,0.3699,0.2338,0.1538,0,0,0.145,0,36200,38412
Davidson College,NC,5,Private nonprofit,0,0,0.1695,670,NA,740,680,NA,760,In-person,1922,0.6207,0.064,0.0973,0.0531,0.0016,0.229226361,73200,57340,57340,0.9163,0.9193,0.9459,0.9412,0.9231,0.6667,0.015,0,71100,81400
Duke University,NC,5,Private nonprofit,0,0,0.0635,730,745,770,760,768,800,In-person,6570,0.3699,0.0857,0.1102,0.2122,0.0026,0.288680509,81138,62688,62688,0.9663,0.9807,0.9194,0.986,0.9888,0.7692,0.008,0,114500,97800
East Carolina University,NC,5,Public,0,0,0.9234,NA,NA,NA,NA,NA,NA,In-person,20385,0.6417,0.1605,0.0927,0.0261,0.0048,0.3060217177,23104,7325,23602,0.6514,0.6681,0.6144,0.6237,0.7407,0.5357,0.047,0,45800,55146
Elizabeth City State University,NC,5,Public,1,0,0.7415,420,500,550,430,465,520,In-person,1912,0.1606,0.7061,0.045,0.0026,0.0058,0.5861538462,13312,3356,7356,0.4208,0.3333,0.4052,0.6,NA,1,0.167,0,32200,40026
Elon University,NC,5,Private nonprofit,0,0,0.7446,590,NA,680,580,NA,680,In-person,6337,0.7903,0.0573,0.0639,0.0234,0.0013,0.14693172,55329,42241,42241,0.8326,0.8286,0.7692,0.8235,0.9091,1,0.02,0,58700,74545
Fayetteville State University,NC,5,Public,1,0,0.8124,440,480,530,430,455,530,In-person,5218,0.1704,0.6251,0.0897,0.0107,0.013,0.593331154,16342,3906,7906,0.4359,0.4865,0.4266,0.4211,0.6,0.4516,0.097,0,34600,40144
Gardner-Webb University,NC,5,Private nonprofit,0,0,0.7495,520,545,610,500,543,600,In-person,1811,0.5362,0.1717,0.0431,0.0094,0.0072,0.4037267081,46349,32200,32200,0.5248,0.6047,0.4531,0.8,0.4,0.3333,0.059,0,41600,48039
Greensboro College,NC,5,Private nonprofit,0,0,0.8428,NA,NA,NA,NA,NA,NA,In-person,619,0.4604,0.3166,0.0872,0.0048,0.0016,0.3898858075,33504,19620,19620,0.4016,0.4685,0.274,0.625,0,NA,0.073,0,41000,46566
Guilford College,NC,5,Private nonprofit,0,0,0.8351,460,550,600,450,525,580,In-person,1022,0.4393,0.3043,0.1605,0.0235,0.0029,0.4112709832,54954,41140,41140,0.4941,0.5297,0.3871,0.5946,0.5833,0.3333,0.068,0,39500,47590
Heritage Bible College,NC,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,Online only,26,0.4615,0.5,0.0385,0,0,0.4827586207,NA,8328,8328,0,0,NA,NA,NA,NA,0.161,0.083,PS,30672
High Point University,NC,5,Private nonprofit,0,0,0.7888,563,608,640,540,595,640,In-person,4965,0.7676,0.0655,0.0759,0.0197,0.0048,0.1260932945,58699,41916,41916,0.6817,0.6988,0.6452,0.641,0.5417,0.5,0.071,0,42900,61389
Johnson C Smith University,NC,5,Private nonprofit,1,0,0.2528,NA,NA,NA,NA,NA,NA,In-person,1041,0.0067,0.7666,0.0077,0.0029,0.0067,0.5443850267,33121,19504,19504,0.4286,0.6667,0.4201,0.5385,0,NA,0.204,0,31400,42680
Lees-McRae College,NC,5,Private nonprofit,0,0,0.6134,NA,590,NA,NA,550,NA,In-person,854,0.7412,0.0691,0.0703,0.0129,0.0059,0.3570274637,42325,28840,28840,0.4624,0.4603,0.3333,0.4615,NA,1,0.068,0,34400,43415
Lenoir-Rhyne University,NC,5,Private nonprofit,0,0,0.8289,NA,NA,NA,NA,NA,NA,In-person,1393,0.6238,0.15,0.0388,0.0215,0.005,0.3424507659,55228,43000,43000,0.513,0.5925,0.2836,0.425,0.6667,0.25,0.093,0,43600,45543
Livingstone College,NC,5,Private nonprofit,1,0,0.6377,400,460,500,400,439,460,In-person,839,0.0167,0.8975,0.0036,0.0012,0.0024,0.6538071066,28236,18296,18296,0.2553,0,0.2674,0,NA,NA,0.157,0,26100,32600
Mars Hill University,NC,5,Private nonprofit,0,0,0.742,NA,NA,NA,NA,NA,NA,In-person,980,0.6388,0.1745,0.0929,0.0082,0.0102,0.3714285714,46975,36557,36557,0.4098,0.4574,0.2644,0.4828,0.5,0.6,0.179,0,33800,44781
Meredith College,NC,5,Private nonprofit,0,0,0.7318,600,605,680,540,581,640,In-person,1294,0.6461,0.0927,0.1314,0.0502,0.0085,0.2608173077,52815,42540,42540,0.6777,0.6887,0.619,0.5217,0.875,0.5,0.032,0,43500,51539
Methodist University,NC,5,Private nonprofit,0,0,0.7568,530,585,600,533,585,600,In-person,1442,0.4785,0.2316,0.0832,0.0104,0.0111,0.3823038397,53462,38138,38138,0.408,0.4301,0.181,0.3793,0.2,0.4286,0.072,0,43700,48050
Miller-Motte College-Wilmington,NC,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,517,0.3926,0.4623,0.0754,0,0.0155,0.7356509144,NA,NA,NA,0.1627,0.2929,0.1057,0.234,0.1667,0.1277,0.117,0,28100,31102
Montreat College,NC,5,Private nonprofit,0,0,0.6806,NA,565,NA,NA,560,NA,In-person,816,0.5429,0.1042,0.0343,0.0098,0.0098,0.3490364026,42969,30525,30525,0.4172,0.4248,0.3684,0.25,0.5,1,0.05,0,42500,45151
University of Mount Olive,NC,5,Private nonprofit,0,0,0.7459,NA,530,NA,NA,540,NA,In-person,1784,0.5303,0.2472,0.1015,0.005,0.0067,0.4813542689,34024,23591,23591,0.4873,0.5245,0.3818,0.4545,0,0.3333,0.07,0,43700,47139
North Carolina A & T State University,NC,5,Public,1,0,0.5639,480,545,580,480,535,560,In-person,11553,0.0339,0.851,0.0447,0.0054,0.0028,0.4606072633,18518,6733,20243,0.5668,0.5686,0.5789,0.573,0.125,0.5,0.148,0,39300,44440
University of North Carolina at Asheville,NC,5,Public,0,0,0.7431,600,635,685,545,595,655,In-person,2803,0.7467,0.0474,0.0849,0.0178,0.0029,0.3674507311,21030,7380,24728,0.5867,0.6064,0.3871,0.6042,0.5,0,0.074,0,38800,44030
University of North Carolina at Chapel Hill,NC,5,Public,0,0,0.1711,670,625,750,680,635,780,In-person,19921,0.5485,0.0835,0.096,0.1389,0.0031,0.2596483705,24711,8989,37550,0.9132,0.9165,0.8921,0.9017,0.926,0.85,0.015,0,68800,72200
University of North Carolina at Charlotte,NC,5,Public,0,0,0.7964,540,605,640,530,615,650,In-person,23063,0.5124,0.163,0.1359,0.0966,0.0029,0.3499900853,21908,7214,21338,0.6996,0.6951,0.7201,0.6743,0.715,0.6,0.05,0,50300,57289
University of North Carolina at Greensboro,NC,5,Public,0,0,0.9194,570,608,660,540,570,620,In-person,13862,0.4046,0.2976,0.1573,0.0581,0.0025,0.4033156006,19229,7498,22657,0.5799,0.5651,0.6046,0.586,0.6325,0.6667,0.056,0,40900,48160
North Carolina Central University,NC,5,Public,1,0,0.8438,400,540,590,410,500,540,In-person,5101,0.0425,0.8238,0.0535,0.0092,0.0041,0.5327844752,24744,6599,19635,0.4424,0.4815,0.4486,0.4722,0.6667,0.25,0.143,0,35300,42968
