name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,pos,age,gp,w,l,min,pts,fgm,fga,fg_percent,x3pm,x3pa,x3p_percent,ftm,fta,ft_percent,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,dd2,td3,x
Precious Achiuwa,New York Knicks,Nigeria,5,PF,C,Defensive Anchor,"6'8""",225,"7'1""",NA,5,1999-09-19,76,66,60,67,61,60,75,74,78,84,76,36,49,50,68,79,56,42,78,85,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Grimes,Dallas Mavericks,United States,5,SG,SF,3 & D Two Guard,"6'5""",210,"6'8""",4296682,4,2000-05-08,74,72,68,79,80,75,86,86,63,85,80,70,74,65,64,46,83,46,32,33,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quenton Jackson,Indiana Pacers,United States,29,SG,PG,Rim Attacker,"6'5""",173,"6'9""",NA,3,1998-09-15,67,70,68,72,77,50,85,85,42,80,79,70,71,60,59,46,73,42,40,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rayan Rupert,Portland Trail Blazers,France,21,SG,SF,3 & D Threat,"6'6""",185,"7'2""",1891857,2,2004-05-31,70,66,63,79,74,80,67,72,52,88,80,68,72,68,57,53,70,36,35,45,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reed Sheppard,Houston Rockets,United States,15,PG,SG,3 & D Point,"6'3""",180,"6'7""",10098960,1,2004-06-24,73,70,79,84,83,60,90,89,56,93,80,76,76,75,66,54,78,78,37,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Jackson,Philadelphia 76ers,United States,00,PG,SG,Perimeter Shot Creator,"6'2""",208,"7'0""",2087519,14,1990-04-16,74,85,77,79,72,60,84,84,48,95,84,82,86,75,60,49,74,40,40,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richaun Holmes,Washington Wizards,United States,22,C,NA,Board-Hunting Lob Threat,"6'8""",235,"7'2""",12648321,10,1993-10-15,74,80,70,62,67,35,57,56,82,80,82,42,58,54,56,75,40,36,68,88,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Council IV,Philadelphia 76ers,United States,14,SF,SG,Catch & Shoot Threat,"6'6""",207,"6'9""",1891857,2,2001-08-03,73,80,75,76,79,70,74,70,60,85,80,67,68,54,49,52,60,42,32,51,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R.J. Barrett,Toronto Raptors,Canada,9,SF,SG,2-Way Inside-Out Slasher,"6'6""",214,"6'10""",25794643,6,2000-07-14,81,83,52,80,85,70,84,84,76,95,80,79,83,84,65,58,82,35,51,40,66,SG,22,73,40,33,2475.5,1431,510,1176,43.4,121,390,31,290,392,74,60,308,368,201,164,31,15,179,2148,3,0,-62
Rob Dillingham,Minnesota Timberwolves,United States,4,PG,SG,Shot-Creating Perimeter Threat,"6'2""",160,"6'6""",6262920,1,2005-01-04,72,78,81,80,80,60,91,86,39,90,80,69,90,68,49,34,63,48,32,33,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Williams III,Portland Trail Blazers,United States,35,C,PF,Paint Beast,"6'9""",237,"7'6""",12428571,7,1997-10-17,80,96,69,25,61,60,71,64,83,80,81,57,48,62,79,86,40,80,86,69,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald Holland II,Detroit Pistons,United States,00,SF,PF,Rim Attacker,"6'8""",206,"7'0""",8245320,1,2005-07-07,72,73,70,70,75,55,85,86,59,90,80,60,75,60,57,65,70,38,37,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce O'Neale,Phoenix Suns,United States,00,SF,PF,Versatile Stopper,"6'6""",226,"6'10""",9375000,10,1993-06-05,75,75,67,79,68,75,62,83,67,80,82,60,68,63,68,68,80,43,60,41,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rudy Gobert,Minnesota Timberwolves,France,27,C,NA,Defensive Anchor,"7'1""",258,"7'9""",43827586,12,1992-06-26,85,81,54,25,61,70,48,65,87,90,81,68,35,58,78,95,64,37,86,85,91,C,30,70,34,36,2148.5,939,360,546,65.9,0,3,0,219,340,64.4,231,583,814,87,122,56,95,210,2377,35,0,-7
Rui Hachimura,Los Angeles Lakers,Japan,28,SF,PF,Shot-Creating 3-Level Threat,"6'8""",230,"7'2""",17000000,6,1998-02-08,79,81,90,82,77,70,72,74,79,90,80,51,72,54,50,60,54,38,51,43,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Westbrook,Denver Nuggets,United States,4,PG,NA,Rim Protector,"6'4""",200,"6'8""",4027525,17,1988-11-12,77,70,70,68,61,55,89,89,75,92,92,80,86,82,62,42,74,73,53,60,69,PG,34,73,36,37,2125.8,1159,432,991,43.6,89,286,31.1,206,314,65.6,89,334,423,551,255,76,33,162,2565,24,4,-21
Ryan Dunn,Phoenix Suns,United States,0,SF,PF,Versatile Stopper,"6'8""",208,"7'0""",2530800,1,2003-01-07,70,70,45,68,53,30,83,90,65,88,80,60,69,55,78,76,80,72,79,54,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Rollins,Milwaukee Bucks,United States,13,PG,SG,Mid-Range Scoring Threat,"6'3""",180,"6'10""",600000,3,2002-07-03,71,71,76,73,79,60,86,86,39,85,80,70,78,70,52,43,60,56,51,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saddiq Bey,Washington Wizards,United States,14,SF,PF,Perimeter Defender,"6'7""",215,"6'11""",6440678,5,1999-04-09,77,71,71,74,80,75,63,79,69,87,81,64,76,75,62,64,75,40,37,66,59,SF,24,77,24,53,2128.7,1062,353,836,42.2,151,418,36.1,205,238,86.1,98,264,362,118,71,70,13,123,1851,4,0,-147
Sam Hauser,Boston Celtics,United States,30,SF,PF,Catch & Shoot Ace,"6'7""",217,"6'9""",2092344,4,1997-12-08,75,77,84,87,89,70,61,62,66,85,80,50,43,60,48,48,55,38,52,39,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Merrill,Cleveland Cavaliers,United States,5,SG,PG,Perimeter Shot Creator,"6'4""",205,"6'5""",2164993,5,1996-05-15,74,70,81,86,89,75,62,64,44,80,79,74,76,79,47,42,60,36,32,36,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandro Mamukelashvili,San Antonio Spurs,Georgia,54,PF,C,Board Hunter,"6'9""",240,"7'1""",NA,4,1999-05-23,73,85,69,72,68,60,59,59,73,85,80,62,59,69,54,65,50,33,62,73,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santi Aldama,Memphis Grizzlies,Spain,7,PF,SF,Stretch Four,"7'0""",215,"6'11""",3960531,4,2001-01-10,75,82,76,78,61,70,59,60,70,80,79,60,42,50,61,65,63,41,71,48,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoot Henderson,Portland Trail Blazers,United States,00,PG,SG,3-Level Slasher,"6'3""",195,"6'9""",10259160,2,2004-02-03,78,72,77,76,77,65,95,89,53,95,80,79,86,77,53,41,66,41,42,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scottie Barnes,Toronto Raptors,United States,4,PF,SF,2-Way 3-Level Shot Creator,"6'7""",225,"7'3""",10130980,4,2001-08-01,85,83,88,79,73,80,82,82,74,88,80,77,79,80,75,80,80,49,76,60,71,SF,21,77,38,39,2677.6,1179,463,1016,45.6,63,224,28.1,190,246,77.2,179,333,512,371,154,83,61,170,2628,15,1,175
Scotty Pippen Jr.,Memphis Grizzlies,United States,1,PG,NA,Perimeter Threat,"6'1""",170,"6'5""",NA,3,2000-11-10,74,80,78,82,75,85,82,82,39,82,80,79,79,79,57,31,62,90,57,47,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Curry,Charlotte Hornets,United States,30,SG,PG,Inside-Out Shot Creator,"6'1""",185,"6'4""",2087519,12,1990-08-23,73,86,73,80,93,70,78,78,41,89,80,75,78,75,47,25,57,59,42,42,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seth Lundy,Atlanta Hawks,United States,3,SF,SG,Mid-Range Scoring Threat,"6'4""",220,"6'10""",NA,2,2000-04-02,68,72,76,70,82,50,85,77,55,85,80,62,67,60,51,44,65,57,40,54,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaedon Sharpe,Portland Trail Blazers,Canada,17,SG,SF,High Flyer,"6'5""",200,"7'0""",6614160,3,2003-05-30,79,75,82,78,82,80,89,89,50,94,80,67,83,67,56,49,69,40,50,44,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shai Gilgeous-Alexander,Oklahoma City Thunder,Canada,2,PG,SG,All-Around Star,"6'6""",195,"7'0""",35859950,7,1998-07-12,96,98,95,82,92,98,86,86,60,97,80,97,94,98,84,68,88,95,66,48,68,PG,24,68,33,35,2416,2135,704,1381,51,58,168,34.5,669,739,90.5,59,270,329,371,192,112,65,192,3425,3,0,149
Shake Milton,Brooklyn Nets,United States,7,PG,SG,Mid-Range Specialist,"6'5""",205,"7'1""",2875000,7,1996-09-26,72,62,92,70,83,70,77,79,38,88,83,79,84,79,48,30,65,53,42,34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidy Cissoko,San Antonio Spurs,France,25,SF,PF,Ball Hawk,"6'6""",200,"6'10""",1891857,2,2004-04-02,70,66,67,60,65,60,74,75,58,89,80,61,68,60,61,59,66,73,57,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simone Fontecchio,Detroit Pistons,Italy,19,SF,PF,Catch & Shoot Ace,"6'7""",209,"6'11""",7692308,8,1995-12-09,76,93,87,84,87,75,55,66,62,80,80,55,58,60,52,51,65,41,51,46,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Dinwiddie,Dallas Mavericks,United States,26,PG,SG,Playmaking Inside-Out Threat,"6'5""",215,"6'8""",NA,11,1993-04-06,74,83,52,77,79,50,82,82,45,95,77,88,88,90,57,42,74,40,47,32,47,PG,30,79,41,38,2725.3,1369,460,1050,43.8,181,490,36.9,268,330,81.2,28,242,270,515,145,67,24,187,2594,9,0,-8
Stanley Umude,Milwaukee Bucks,United States,17,SF,SG,3 & D Threat,"6'6""",210,"6'10""",NA,3,1999-04-12,70,73,70,79,91,55,67,68,52,85,82,68,68,68,57,52,67,41,60,39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Curry,Golden State Warriors,United States,30,PG,SG,Offensive Architect,"6'2""",185,"6'4""",55761216,16,1988-03-14,95,97,90,99,93,80,84,84,48,98,86,93,97,97,60,30,75,38,50,33,57,PG,35,56,30,26,1941.2,1648,559,1133,49.3,273,639,42.7,257,281,91.5,39,302,341,352,179,52,20,117,2622,12,1,268
Stephon Castle,San Antonio Spurs,United States,5,SG,PG,Defensive Menace,"6'7""",205,"6'11""",9105120,1,2004-11-01,73,79,73,71,76,55,82,93,59,90,80,73,78,72,73,66,84,75,57,42,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Adams,Houston Rockets,New Zealand,12,C,NA,Defensive Anchor,"6'11""",265,"7'5""",12600000,12,1993-07-20,79,94,65,26,36,50,48,63,81,88,82,69,35,68,71,82,55,43,76,97,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Svi Mykhailiuk,Utah Jazz,Ukraine,19,SG,SF,Catch & Shoot Ace,"6'7""",205,"6'5""",NA,7,1997-06-10,72,86,80,82,67,70,82,82,54,81,79,69,64,64,42,37,55,41,30,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taj Gibson,Charlotte Hornets,United States,67,C,NA,Inside the Arc Threat,"6'9""",232,"7'4""",2087519,16,1985-06-24,71,83,82,50,71,50,49,57,83,75,83,33,35,54,62,69,58,43,61,63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talen Horton-Tucker,Chicago Bulls,United States,11,SG,SF,Inside-Out Combo Guard,"6'4""",234,"7'1""",NA,6,2000-11-25,75,78,42,76,80,90,70,78,69,85,80,84,82,84,61,44,74,66,56,36,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tari Eason,Houston Rockets,United States,17,PF,SF,3-Level Scoring Threat,"6'8""",215,"7'2""",3695160,3,2001-05-10,79,78,89,80,63,80,80,80,70,85,80,50,70,47,70,65,71,90,76,73,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taurean Prince,Milwaukee Bucks,United States,12,SF,PF,Catch & Shoot Ace,"6'6""",218,"7'0""",2087519,9,1994-03-22,75,88,69,83,70,75,80,78,60,84,81,68,70,55,63,64,74,41,53,31,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Hendricks,Utah Jazz,United States,0,PF,SF,3-Level Scoring Threat,"6'9""",215,"7'1""",5848680,2,2003-11-22,76,88,75,81,80,75,72,75,62,92,80,55,69,62,63,68,68,46,71,55,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terance Mann,Los Angeles Clippers,United States,14,SG,SF,Inside-Out Shot Creator,"6'5""",215,"6'8""",11423077,6,1996-10-18,76,91,63,78,68,80,71,73,50,85,80,79,79,83,53,54,66,38,42,52,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrence Shannon Jr.,Minnesota Timberwolves,United States,00,SG,SF,Shot-Creating 3-Level Threat,"6'6""",215,"6'8""",2546640,1,2000-07-30,71,80,76,75,80,50,89,87,58,90,80,68,79,68,55,49,72,54,42,37,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry Rozier III,Miami Heat,United States,2,PG,SG,3-Level Scoring Playmaker,"6'1""",190,"6'8""",24924126,10,1994-03-17,80,93,90,80,86,50,82,82,62,98,82,84,88,89,57,55,75,43,50,34,55,SG,29,63,19,44,2220.9,1329,493,1188,41.5,165,505,32.7,178,220,80.9,51,208,259,319,134,74,16,119,2254,1,0,-288
Thomas Bryant,Miami Heat,United States,31,C,NA,Board-Hunting Lob Threat,"6'10""",255,"7'6""",2087519,8,1997-07-31,71,93,69,65,82,25,62,57,80,88,82,40,53,42,56,63,40,38,74,71,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tidjane Salaun,Charlotte Hornets,France,31,PF,SF,Interior Threat,"6'10""",203,"7'2""",7488720,1,2005-08-10,71,73,72,72,73,60,71,82,60,88,80,47,66,45,59,69,72,59,40,52,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Hardaway Jr.,Detroit Pistons,United States,8,SG,SF,Shot-Creating 3-Level Threat,"6'5""",205,"6'7""",16193183,12,1992-03-16,76,76,82,79,88,75,68,75,55,85,83,75,78,84,49,45,70,37,30,30,54,SF,31,71,37,34,2152.2,1019,340,847,40.1,212,550,38.5,127,165,77,21,230,251,129,60,49,12,120,1637,0,0,160
T.J. McConnell,Indiana Pacers,United States,9,PG,NA,2-Way Perimeter Playmaker,"6'1""",190,"6'2""",9300000,10,1992-03-25,79,97,90,79,74,85,76,82,44,85,83,88,79,86,69,49,82,80,37,41,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tobias Harris,Detroit Pistons,United States,12,PF,SF,Balanced Offensive Four,"6'8""",226,"6'11""",25365854,14,1992-07-15,80,89,85,80,90,60,75,67,73,97,82,77,79,78,58,59,58,43,57,43,69,PF,30,74,47,27,2435.9,1085,423,845,50.1,126,324,38.9,113,129,87.6,67,357,424,186,89,68,40,149,2108,7,0,296
Torrey Craig,Chicago Bulls,United States,13,PF,SF,Stretch Four,"6'5""",221,"6'11""",2845342,11,1990-12-19,74,80,54,83,78,95,63,80,49,80,80,52,69,50,69,74,79,42,61,61,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tosan Evbuomwan,Detroit Pistons,United Kingdom,18,PF,SF,Skilled Stretch,"6'7""",217,"6'11""",NA,2,2001-02-16,70,84,72,79,80,60,64,60,58,88,85,69,75,69,50,57,57,35,51,60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toumani Camara,Portland Trail Blazers,Belgium,33,PF,SF,Stretch Four,"6'7""",220,"7'1""",1891857,2,2000-05-08,74,75,67,77,68,70,63,61,65,80,80,58,65,57,60,60,60,56,56,66,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trae Young,Atlanta Hawks,United States,11,PG,NA,Offense-Heavy Point,"6'1""",164,"6'3""",43031940,7,1998-09-19,89,92,86,83,89,85,84,84,50,95,86,82,96,97,48,31,55,56,37,31,43,PG,24,73,38,35,2540.7,1914,597,1390,42.9,154,460,33.5,566,639,88.6,56,161,217,741,300,80,9,104,3253,40,0,100
Trayce Jackson-Davis,Golden State Warriors,United States,32,C,PF,Board-Hunting Lob Threat,"6'9""",245,"7'0""",1891857,2,2000-02-22,76,94,70,44,63,60,79,79,63,85,80,62,66,64,59,63,58,40,88,85,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Jones,San Antonio Spurs,United States,33,PG,NA,Playmaking Inside-Out Threat,"6'1""",185,"6'4""",9104167,5,2000-01-08,78,91,70,76,84,75,80,80,60,85,81,85,84,85,57,34,75,49,32,39,54,PG,23,68,20,48,1983.7,875,341,743,45.9,45,158,28.5,148,172,86,56,189,245,448,110,89,9,98,2025,6,2,-325
Tre Mann,Charlotte Hornets,United States,23,SG,PG,Shot-Creating 3-Level Threat,"6'3""",178,"6'4""",4908373,4,2001-02-03,76,87,80,82,76,70,74,74,53,88,80,80,83,78,55,49,66,76,32,36,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trendon Watford,Brooklyn Nets,United States,9,PF,C,Inside-Out Scoring Threat,"6'8""",237,"7'2""",2726603,4,2000-11-09,74,94,68,80,82,60,63,63,79,85,80,59,50,62,52,66,52,41,60,57,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevelin Queen,Orlando Magic,United States,12,SG,NA,Ball Hawk,"6'5""",190,"6'8""",NA,5,1997-02-25,67,67,68,65,73,70,70,70,49,80,83,65,70,62,55,40,60,83,63,54,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Jemison III,New Orleans Pelicans,United States,55,C,NA,Paint Protector,"6'10""",260,"7'2""",NA,2,1999-11-28,72,80,50,29,68,75,55,52,76,90,82,44,40,45,59,71,37,37,82,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lyles,Sacramento Kings,Canada,41,PF,C,Stretch Four,"6'9""",234,"7'2""",8000000,10,1995-11-05,75,83,75,82,65,75,66,59,69,81,84,55,58,68,51,68,36,33,55,53,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Murphy III,New Orleans Pelicans,United States,25,SF,PF,3 & D Wing,"6'8""",206,"7'0""",5159854,4,2000-06-18,80,87,63,82,83,70,84,84,60,85,80,59,50,64,61,69,69,43,56,38,65,SG,22,79,39,40,2448,1148,387,800,48.4,202,497,40.6,172,190,90.5,59,222,281,112,61,89,43,155,1988,1,0,38
Tristan da Silva,Orlando Magic,Germany,23,PF,C,Stretch Four,"6'9""",229,"7'1""",3628440,1,2001-05-15,70,77,76,80,82,55,85,67,62,90,80,64,69,68,53,64,64,33,44,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tristan Thompson,Cleveland Cavaliers,Canada,13,C,NA,Board-Hunting Lob Threat,"6'9""",254,"7'1""",NA,14,1991-03-13,70,92,67,62,38,25,63,64,74,80,90,31,39,70,58,75,54,38,62,91,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tristan Vukcevic,Washington Wizards,Serbia,00,C,PF,Rim Protector,"6'10""",220,"7'3""",NA,2,2003-03-11,70,78,71,72,81,55,57,55,72,89,80,45,51,55,52,59,44,43,76,45,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tristen Newton,Indiana Pacers,United States,4,PG,SG,Steady Playmaker,"6'5""",190,"6'9""",NA,1,2001-04-26,68,70,69,73,81,55,76,81,49,88,80,75,79,74,53,49,64,58,42,52,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Jerome,Cleveland Cavaliers,United States,2,PG,SG,Playmaking Sharpshooter,"6'5""",195,"6'4""",2560975,6,1997-07-08,72,96,87,82,92,55,69,73,56,85,80,84,86,84,52,40,66,41,37,30,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Herro,Miami Heat,United States,14,SG,PG,Inside-Out Shot Creator,"6'5""",205,"6'3""",29000000,6,2000-01-20,83,93,80,83,88,70,79,78,59,85,80,79,83,84,51,46,69,38,30,32,67,PG,23,67,37,30,2335.4,1347,487,1109,43.9,203,537,37.8,170,182,93.4,27,333,360,280,158,51,16,101,2242,6,1,170
Tyler Kolek,New York Knicks,United States,13,PG,SG,Perimeter Threat,"6'3""",190,"6'7""",NA,1,2001-03-27,70,79,79,79,83,50,74,84,54,90,80,80,86,80,53,32,73,66,35,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
